time_E Nt_E LCL_E median_E UCL_E	time_W Nt_W LCL_W median_W UCL_W
817000 21651241.9445613 10490994.4695428 14312619.3550456 29415213.9292036	817000 35093531.587341 30804001.2385733 38261172.1723002 278199505.650577
818000 21566950.9217734 10464270.6868936 14286691.7559545 28972715.3418423	818000 35890828.8665478 30659007.1772455 37920663.4778889 266647307.466801
819000 21472821.2357291 10440944.8819073 14261185.9428369 28538532.4298034	819000 36713365.9632885 30520290.4108148 37580892.1109143 255296138.907201
820000 21369118.340272 10420971.3588376 14236097.4055228 28112576.9539361	820000 37562105.0445413 30387694.1594669 37242000.7848919 244217239.872351
821000 21256130.6151849 10404311.1348681 14211421.7655735 27694751.827404	821000 38438046.9527631 30261070.5583423 36904125.7964228 233464975.951816
822000 21134167.4324425 10390931.7472198 14187154.773217 27284952.1862218	822000 39342232.4333721 30140280.2072101 36567397.0901122 223079014.128163
823000 21003557.1298825 10380807.0933243 14163295.7458357 26883066.3830718	823000 40275743.3319716 30025191.7533733 36231938.3378116 213086513.777996
824000 20864644.915854 10373917.3025797 14139969.5842215 26488976.907817	824000 41239703.7469206 29915681.5053099 35897867.0308369 203504213.876327
825000 20717790.7282962 10370248.6385035 14117236.5923501 26102561.2382159	825000 42235281.1203868 29811633.0747853 35567860.0876368 194340343.371772
826000 20563367.0712041 10369793.4303793 14095091.3335075 25723692.6243753	826000 43263687.2482078 29712937.045377 35564836.5461294 185596317.107839
827000 20401756.8505898 10372550.0337641 14073528.538022 25352240.8104773	827000 44326179.1856935 29619490.6655439 35562976.4526451 177268205.132327
828000 20233351.2308762 10378522.8194783 14052543.09992 24988072.6972864	828000 45424060.0228758 29531197.5645382 35562267.7986668 169347980.309048
829000 20058547.5312216 10387722.190958 14032130.0737076 24631052.9488782	829000 46558679.4986054 29447967.4896171 35562696.7923848 161824559.627933
830000 19877747.1796084 10400164.6300969 14012284.671274 24281044.5469536	830000 47731434.4182661 29369716.0631469 35564247.8598177 154684660.222968
831000 19691353.7406895 10415872.7719613 13993002.2589126 23937909.2960042	831000 48943768.8346513 29296364.5583236 35566903.6467259 147913493.325019
832000 19499771.0314259 10434875.5090147 13974278.3544564 23601508.2824838	832000 50197173.9456823 29227839.6923483 35570645.0213659 141495319.367454
833000 19303401.3365087 10447494.7624649 13956108.6245249 23271702.2910204	833000 51493187.656078 29164073.4360018 35575451.0781384 135413886.102193
834000 19102643.7334968 10457696.7972562 13952655.8033613 22948352.1805766	834000 52833393.7427489 29105002.8386622 35568330.1733969 129652769.496055
835000 18897892.5355452 10470601.3521396 13979273.6616135 22631319.2233336	835000 54219420.5555197 29050569.8678965 35314657.6203938 124195634.784185
836000 18689535.8575999 10486240.106618 14006708.68958 22320465.4089413	836000 55652939.1757445 29000721.2628403 35172486.0931283 119026432.629693
837000 18477954.3100212 10504650.0422814 14034968.2148148 22015653.71664	837000 57135660.9453902 28955408.4006567 35037699.5224781 114129543.037856
838000 18263519.8217893 10525873.6321827 14064059.9159047 21716748.3576277	838000 58669334.2682046 28887743.1361513 34910103.0240441 109489877.585435
839000 18046594.593781 10549959.0596266 14093991.8296374 21423648.1201938	839000 60255740.5726265 28794688.4601567 34789514.9212469 105092948.687408
840000 17827530.181085 10576960.4684635 14124772.3585879 21139396.032485	840000 61896689.3131212 28707668.1149183 34675766.0076066 100924913.040064
841000 17606666.7019679 10606938.2473172 14156410.2791385 20865585.2897358	841000 63594011.8726684 28626556.1083972 34568698.8724606 96972595.0380236
842000 17384332.1699158 10639959.3505523 14188914.7499474 20601603.8650874	842000 65349554.2142555 28551236.0424901 34468167.2848106 93223494.8410964
843000 17160841.9441601 10676097.6592098 14222295.3208846 20452087.4225635	843000 67165168.1135403 28481600.6208752 34374035.6305537 89665784.8383519
844000 16936498.2932474 10715434.3856135 14256561.9424516 20357079.3368425	844000 69042700.7885342 28417551.2029581 34286178.3988494 86288297.4946662
845000 16711590.0655331 10758058.5258859 14291724.9757052 20262853.8281028	845000 70983982.7254814 28358997.3999793 34204479.7138239 83442910.6763263
846000 16490404.1938802 10804067.3652286 14327795.2027045 20169296.9390329	846000 72990813.483431 28305856.7097946 34078429.7506262 80736888.5574847
847000 16277812.382491 10853567.0415132 14364783.8375056 20076304.9224773	847000 75064945.2438153 28229910.1142783 33628056.5850152 78139618.2044968
848000 16073393.2724069 10906673.1735335 14402702.5377236 19983783.4375195	848000 77208063.8563249 28101176.1643335 33187053.9395986 75646754.9501027
849000 15876738.6554089 10963511.5611856 14441563.4166905 19891646.8209662	849000 79421767.1193117 27979540.7259589 32760504.410694 73254042.2557055
850000 15687468.0112285 11024218.965902 14481379.0562316 19799817.4255465	850000 81707540.0229444 27864824.5382024 32352246.4137937 70957326.3331155
851000 15505226.222745 11088943.980892 14522162.5200912 19708225.0172736	851000 84066726.6776819 27756860.6729245 31961193.1656054 68752567.4219587
852000 15329681.5144432 11157848.0021642 14563927.3680354 19616806.2253871	852000 86500498.6509198 27655493.8824712 31586348.9570094 66635848.2110494
853000 15160523.5891106 11231106.3129602 14606687.6706654 19525504.0391304	853000 89009819.4428249 27560580.0035419 31226799.6789695 64603379.8344037
854000 14997461.9409083 11308909.2961658 14711038.34614 19436978.9063163	854000 91595404.8507033 27471985.4127425 30881704.5250141 62651505.8200489
855000 14840224.325665 11390883.8681603 14844805.6517049 19386657.1338846	855000 94257679.0023588 27389586.5297839 30677715.4879776 60776704.3222503
856000 14688555.3715841 11475168.7272386 14983933.699384 19335010.2943489	856000 96996725.8858376 27313269.3647173 30602043.260322 58975588.925008
857000 14542215.3155777 11561665.003064 15128708.8845553 19282065.4424731	857000 99812236.2690855 27242929.1059729 30531170.3893471 57244908.2663974
858000 14400978.852197 11650445.0346508 15279442.5204486 19227850.3406344	858000 102703449.991996 27178469.7463171 30465040.663386 55581544.6992586
859000 14264634.0836484 11741584.7029214 15436473.5441659 19172393.4149746	859000 105669093.728966 27081541.0303601 30403603.2244922 53982512.1735639
860000 14132981.560716 11835163.6419848 15600171.5932897 19115723.7113493	860000 108707314.466225 26969291.4343238 30346812.4411478 52444953.4991649
861000 14005833.4055615 11929119.8893375 15770940.5134746 19057870.8511793	861000 111815609.118534 26862018.509398 30294627.7966688 50968895.5329899
862000 13883012.5083891 11958645.7907676 15922007.3913972 18998864.9873085	862000 114990750.927317 26759646.4162668 30247013.792731 49558095.2991269
863000 13764351.7908443 11989469.3823433 15851954.811588 18938690.1484169	863000 118228713.539113 26662105.5277628 30203939.8675262 48222511.7026595
864000 13649693.5297947 12021619.354348 15777837.1360596 18876193.8328154	864000 121524593.959761 26569332.2110245 30165380.3281374 47257944.0205644
865000 13538888.7358229 12055126.0570707 15705830.094994 18810921.9284543	865000 124872535.914383 26481268.6313831 30235995.6702828 46329140.2598565
866000 13431796.5813631 12090021.5968023 15635846.8554754 18742949.7034393	866000 128265655.511235 26397400.9258334 30329374.9992816 45447157.802193
867000 13328283.8739439 12126339.9396066 15567805.0277826 18731721.2763886	867000 131695971.500499 26307285.5536459 30427677.8552903 45320014.0221231
868000 13228224.5704694 12164117.0235834 15501626.3863425 18734267.5712716	868000 135154342.82387 26223813.4346226 30530993.260313 45265321.741304
869000 13131499.3288849 12203390.8804174 15437236.611576 18735346.7892857	869000 138630416.549005 26106461.8842534 30639415.7816108 45223287.7821466
870000 13037995.0939422 12231733.3953268 15374565.0508332 18735026.3140031	870000 142112589.650062 25899894.4057043 30753045.7608308 45192521.5134605
871000 12947604.7141071 12237719.3177502 15313544.4967924 18733371.2364118	871000 145587988.401323 25689362.1381433 30871989.5606171 45171777.41298
872000 12860226.5869422 12244365.570391 15254110.9818543 18965302.2309068	872000 149042469.358912 25486352.0375422 30996359.8298922 45299913.0441367
873000 12775764.3305559 12251674.5887699 15196203.5872004 19207086.6920768	873000 152460645.97524 25290586.4265474 31126275.7891088 45511379.5689357
874000 12694126.4789438 12259649.0413878 15139764.2653106 19451752.1234444	874000 155825944.778574 25101805.233878 31261863.536898 45718824.9859779
875000 12615226.1992501 12268291.83219 15132855.1265525 19699184.8132136	875000 159120694.713224 24919764.7603519 31403256.3796702 45922112.0787379
876000 12538981.029165 12277606.1032497 15150942.9248932 19949252.4546018	876000 162326252.636301 24744236.553656 31550595.185876 46121104.5149146
877000 12465312.63284 12287595.2376765 15251309.5857379 20201803.0356925	877000 165423167.076512 24575006.3811927 31525002.5764077 46315667.0500705
878000 12394146.573848 12298262.8627552 15354564.7353295 20456663.7434362	878000 168391381.166967 24411873.2915363 31331524.3287296 46505665.7343118
879000 12325412.1038543 12309612.8533189 15460851.7327021 20765320.6791035	879000 171210474.176655 24254648.7560801 31154349.4618536 46690968.1215009
880000 12259041.9657785 12321649.335364 15570323.1787032 21084818.79769	880000 173859939.320789 24103155.8833816 30992747.3624062 46871443.4804668
881000 12194972.2103407 12334376.6899131 15683141.6677335 21407047.1190687	881000 176319493.595655 23936228.0316725 30846062.270567 47046963.0076526
882000 12133142.0249806 12347799.5571321 15799480.6141935 21731730.6704215	882000 178569413.357742 23767563.7340101 30713706.3967672 47217400.0406165
883000 12073493.5742253 12361922.840709 15919525.162444 22058569.7572322	883000 180590887.377314 23601543.1073489 30595153.9343582 47382630.2717833
884000 12015971.8506646 12376751.7125033 16043473.190299 22387239.3165044	884000 182366377.292728 23438615.9515217 30489935.8491438 47542531.9618241
885000 11960524.5357602 12370612.7895839 16171536.4174649 22717388.3915579	885000 183879973.93351 23280352.7033919 30397635.3457485 47696986.1520249
886000 11907101.8697852 12365337.5511606 16303941.6319607 23048639.7489543	886000 185117737.022613 23126748.1136577 30317883.9266523 47845876.8749942
887000 11855656.530246 12361176.7410889 16440932.0494365 23380589.658985	887000 186068005.444232 22977667.9733335 30147660.9382263 47989091.3630488
888000 11806143.5181945 12358122.5653736 16406648.7136528 23712807.8617931	888000 186721665.665871 22832984.5936258 29811745.5300298 48126520.253608
889000 11758520.0518864 12356168.0716772 16340855.4250428 24044837.741525	889000 187072367.069696 22692576.4719182 29491676.7462199 48258057.7909271
890000 11712745.4672875 12355307.1280493 16274417.4392737 24376196.7308553	890000 187116674.850521 22556327.9807146 29186678.7500521 48383602.0234968
891000 11668781.1249683 12355534.403615 16207385.6236779 24706376.9677512	891000 186854153.679865 22424129.0778686 28896033.3188211 48503054.9964405
892000 11626590.3229666 12356845.3511256 16139809.6819212 25034846.2253618	892000 186287378.357862 22295875.0365734 28619074.928692 48616322.9382477
893000 11586138.2152301 12359183.3573866 16071738.1090537 25361049.1343935	893000 185421870.969154 22171466.1937233 28414495.7182526 48723316.4411931
894000 11547391.7352822 12356193.9346499 16003218.1522084 25684408.7152055	894000 184265967.38827 22050807.7153782 28341942.1410623 48823950.6348023
895000 11510319.5247838 12305769.233475 15934295.7767728 26004328.2340947	895000 182830619.103955 21933809.3781753 28279124.4075226 48918145.3517459
896000 11474891.8666881 12256787.97763 15865015.6378416 26320193.3948115	896000 181129139.03135 21820385.3656315 28225858.3270704 49005825.2855626
897000 11441080.6227112 12209218.7609749 15795421.0567464 26631374.872242	897000 179176902.080723 21710454.0783731 28181984.3360021 49086920.1396368
898000 11408859.1748604 12163031.4900901 15725554.0024435 26937231.1904304	898000 176991012.636016 21603937.9574155 28147366.3683101 49161364.7668854
899000 11378202.3707868 12118197.3295532 15655455.0775357 27236695.1415128	899000 174589951.71811 21500763.3196888 28121890.8934135 49229099.2996366
9e+05 11349086.4727424 12074688.6503289 15585163.5086925 27528584.6417042	9e+05 171993216.485912 21400860.2050812 28105466.1083112 49290069.2692223
901000 11321489.1099427 12032478.9810812 15514717.1412325 27812184.1654573	901000 169220963.941353 21304162.2343329 28098021.2737878 49344225.7148367
902000 11295389.2341501 11991542.9622371 15497310.455336 28110040.7275737	902000 166293669.375295 21210606.4771774 28099506.186191 49391525.2812596
903000 11270767.0783086 11951856.3026385 15515631.0998755 28445355.5632327	903000 163231808.370662 21120133.3301805 28109890.7780189 49431930.3050796
904000 11247604.118073 11913395.7386338 15534353.5084263 28776420.7229973	904000 160055569.227051 21032686.4037799 28129164.8421352 49465408.8891
905000 11225883.0360911 11876138.9954696 15553485.6484315 29103073.3272632	905000 156784600.641448 20948212.4180772 28157337.8759074 49491934.9646553
906000 11205587.6889044 11840064.7508534 15573035.8039873 29425225.0825998	906000 153437797.507279 20866661.1069798 28194439.0429685 49511488.3416134
907000 11186703.0763501 11805152.6005672 15593012.5849727 29742875.0135763	907000 150033125.886391 20787985.1303301 28240517.2516549 49524054.745887
908000 11169215.313351 11771383.0260215 15613424.9366133 30056123.5671197	908000 146587486.642057 20712139.9937037 28295641.3505081 49529625.8443311
909000 11153111.6039943 11738737.3636437 15634282.1495012 30365188.3098025	909000 143116615.940704 20639083.9755942 28359900.4425607 49607177.1073326
910000 11138380.2178076 11707197.7760074 15655593.8700917 30670421.5063331	910000 139635019.852609 20568778.0617369 28433404.3214916 49734186.9060839
911000 11125010.4681482 11676747.2246108 15677370.1117034 30972329.9571304	911000 136155939.6006 20501185.8863643 28516284.0341496 49860674.0539721
912000 11112992.6926309 11647369.4442226 15699621.2660443 31271597.5910496	912000 132691343.596716 20436273.6802133 28608692.5754384 49986895.9275803
913000 11102318.2355264 11618835.8272407 15722358.1152924 31569111.4653843	913000 129251942.233968 20374010.2251434 28710805.7231602 50112730.3060808
914000 11092979.4320712 11589934.8534746 15745591.8447593 31865992.0320036	914000 125847221.422011 20314366.8152526 28822823.0221596 50234515.0439764
915000 11084969.5946332 11529100.8592282 15769471.3397585 32309360.4938679	915000 122485491.027977 20257317.2244136 28944968.929028 50351216.3030463
916000 11078283.0006892 11459425.0754737 15794410.3624176 33229186.5795837	916000 119173944.665193 20202837.680182 29077494.1307669 50462722.5971125
917000 11072914.8825707 11389257.7200061 15820446.6346913 34216117.9251035	917000 115918727.625403 20150906.8440628 29220677.0532129 50568919.4642349
918000 11068861.4189455 11318630.3605965 15847592.4568798 35278978.4023499	918000 112725010.142078 20101505.7981528 29374825.577746 50669689.4059906
919000 11066119.7280069 11247574.1155017 15875860.7109803 36428125.2908169	919000 109597063.577479 20054618.0382095 29540278.9879119 50764917.5209147
920000 11064836.1801111 11176119.6378723 15905264.8774699 37675787.9568546	920000 106538337.524083 20010229.4732333 29717410.1711565 50857760.049778
921000 11065313.8016093 11104297.1011374 15935819.053028 39036501.4576951	921000 103555108.762571 19968328.4316841 29906628.1049943 50950832.5986198
922000 11067562.1145901 11032136.1853597 15967537.9692438 40527667.7679576	922000 100732810.023491 19928905.6744916 30108380.6617186 51216700.8861156
923000 11071583.2784406 10959666.0645522 16000437.012361 42170290.8378944	923000 98093215.3526604 19883399.8640098 30323157.7713456 51671119.6908534
924000 11077381.158562 10886915.3949495 16034532.2441107 43988338.171771	924000 95619730.6829706 19822936.6297993 30551494.9890306 52121796.2060021
925000 11084961.335667 10813912.3042228 16069840.4236911 45947106.4412861	925000 93297724.1269534 19764870.0487181 30793977.5208956 52568069.6593461
926000 11094331.1192299 10740684.3816285 16106379.0309555 48025089.1478458	926000 91114244.5811907 19709167.4017981 31051244.7713092 53009259.3382657
927000 11105499.5651477 10667258.6690781 16144166.2908722 50226777.4724145	927000 89057787.4156747 19655798.1818972 31323995.4854573 53444666.0408786
928000 11118477.4976953 10593661.653118 16183221.1993272 52555548.2202049	928000 87118098.3061815 19604734.039806 31612993.573907 53873573.7342893
929000 11133277.5358706 10519919.2578023 16223138.8291231 55013223.143212	929000 85286008.157245 19555948.7361455 31919074.7212459 54295251.4227946
930000 11149914.1242535 10446056.8384461 16261779.9355018 57599536.4762968	930000 83553293.5152038 19509418.0988623 32243153.8993546 54708955.2268324
931000 11168403.5685178 10372099.1762413 16298800.5556376 60311506.1425445	931000 81912557.9948579 19465119.9861569 32586233.9281388 55113930.6711778
932000 11188764.0757617 10298070.4737179 16334150.0719171 63142711.0496562	932000 80357131.1197487 19423034.2547112 32949415.2535251 55509415.1784083
933000 11211015.7998441 10223998.7021437 16367780.7663398 66082487.8059648	933000 78880981.6640908 19383142.7331076 33333907.1453231 55894640.7609934
934000 11235180.8919403 10150563.5255888 16399648.0142117 69115075.879209	934000 77478643.1279264 19345429.2003614 33379085.2006147 56268836.9025594
935000 11261283.5565566 10078209.6551215 16429710.4693337 72218761.1447178	935000 76145149.4090915 19309879.3695137 33323688.7465158 56631233.6159545
936000 11289350.1132727 10006893.1267 16457930.2393662 75409806.4733838	936000 74875979.0809075 19276480.8762599 33270372.9671618 56981064.6627551
937000 11319409.0645107 9936574.7643462 16484273.0500976 78669364.7584488	937000 73667006.9620795 19245223.2726143 33219307.2709229 57317570.9158465
938000 11351491.1696636 9867219.72328315 16508708.3974033 81893377.2452009	938000 72514461.8895368 19216098.0256394 33170669.5050686 57640003.8437489
939000 11385629.5259509 9798797.08241617 16531209.6857569 85030711.5113302	939000 71414889.7870296 19189098.5212957 33124646.2751638 57947629.0924893
940000 11421859.6564085 9731279.4803225 16551754.3522427 88023549.306717	940000 70365121.2708368 19164220.0734952 33081433.317127 58239730.1381171
941000 11460219.6054621 9664642.78971068 16570323.975118 90808907.269318	941000 69362243.1556758 19141459.9384725 33041235.9265998 58515611.9804847
942000 11500750.0425789 9598865.82598987 16586904.3660888 93320963.398261	942000 68403573.3240857 19120817.3346164 33004269.4508294 58774604.8467267
943000 11543494.3745421 9533930.08616604 16601485.6455829 95494154.141178	943000 67486638.5053578 19102293.4679375 32970759.8489006 59016067.8710508
944000 11588498.8669501 9469819.51477561 16614062.3004378 97266875.3641873	944000 66609154.5787964 19085891.5633823 32940944.3268726 59239392.7160353
945000 11635812.7755977 9406520.29398975 16624633.2235606 98585479.1112438	945000 65769009.073309 19066963.7362524 32915072.0552007 59468977.4197697
946000 11685488.4884694 9344020.65538662 16633201.7352615 99408139.9231029	946000 64964245.5831611 19038340.3304941 32893404.9767707 59875572.6207213
947000 11737581.6791404 9282310.71120199 16639775.5861134 99708106.7464733	947000 64193049.8598654 19010699.9866572 32876218.7149576 60263963.0335478
948000 11792151.4724673 9221382.30314012 16644366.94134 99475887.8766221	948000 63453737.3739441 18984032.5006781 32863803.5923746 60633436.0816618
949000 11849260.6235371 9161228.86706235 16646992.3468874 98720044.2153198	949000 62744742.1688305 18958328.0823137 32856465.7724197 60983301.8594221
950000 11908975.7109391 9101845.31207566 16647672.6774822 97466469.1382884	950000 62064606.8533375 18933577.3455115 32854528.5374003 61312894.9136318
951000 11971367.3455383 9043227.91272262 16646433.0671267 95756265.5667353	951000 61411973.5996514 18909771.299244 32858333.7189479 61621575.881038
952000 12036510.3960447 8985374.21313114 16643302.82262 93642536.4995172	952000 60785576.0312968 18886901.3387929 32868243.298688 61908732.9836098
953000 12104484.2328108 8928282.94212075 16638315.3208259 91186537.5015414	953000 60184231.9004778 18864959.2374653 32884641.1997432 62173783.3881317
954000 12175372.9914388 8871953.93838415 16631507.8905345 88453675.8161365	954000 59606836.4669992 18843937.1387261 32907935.2927066 62416174.4413835
955000 12249265.8579442 8816388.08497142 16622921.6798729 85509786.8429363	955000 59052356.5019815 18823827.5487347 32938559.6432976 62635384.7967179
956000 12326257.3774126 8761587.25240066 16612601.510325 82418002.6857383	956000 58519824.8490594 18804623.3292682 32976977.0331045 62830925.4519893
957000 12406447.7882924 8707554.24980638 16600595.718508 79236386.4068749	957000 58008335.4839352 18786317.6910232 33023681.7897576 63002340.7223316
958000 12489943.3847025 8654292.78361451 16586955.9869238 76016372.9548695	958000 57517039.0202396 18768904.1872798 33079202.9686975 63149209.1740217
959000 12576856.9093948 8601807.42330502 16571737.1649716 72801955.3376525	959000 57045138.6157979 18752376.7079194 33144107.9355964 63477105.2157812
960000 12667307.9803101 8550103.57388764 16554997.0815447 69629490.9754809	960000 56591886.238736 18736729.4737843 33219006.4066707 64149759.6807625
961000 12761423.5539948 8499187.45477725 16595564.9070643 66527976.0258172	961000 56156579.2575154 18721957.03137 33304555.0138736 64801021.2254763
962000 12859338.4295259 8449066.08481148 16670494.8335902 63519636.3836592	962000 55738557.323049 18708054.2478397 33401462.4735991 65428876.5723168
963000 12961195.797012 8399747.27320599 16747236.456878 60620702.6946972	963000 55337199.5146012 18695016.3063542 33510495.4515035 66031286.103778
964000 13067147.8352211 8351239.61629405 16825834.0130488 57842263.7785791	964000 54951921.7242935 18682838.7017074 33655315.4465379 66606196.0655529
965000 13177356.3634305 8303552.49994556 16906265.7609686 55191121.4668551	965000 54582174.2577705 18671517.2362607 34134583.5610535 67151552.0416459
966000 13291993.5532111 8256696.10760858 16987150.1598208 52670595.7727905	966000 54227439.6309927 18661048.0161695 34630317.9596854 67665313.6110351
967000 13411242.706566 8210681.43396386 17067896.2163715 50281250.4888753	967000 53887230.5452403 18651427.447895 35143456.9316696 68145470.0592647
968000 13535299.1076431 8165520.30423057 17148464.0939635 48021525.2536951	968000 53561088.0242924 18642652.2349953 35675035.6362126 68590056.9815819
969000 13664370.9561634 8121225.39920967 17228813.7183739 45888271.2533646	969000 53248579.6993996 18634719.3751913 36226199.0898107 68997173.5780927
970000 13798680.3917527 8077810.28620163 17308904.8579295 43877194.8595841	970000 52949298.2291423 18627626.157701 36798217.2447507 69365000.40725
971000 13938464.6195756 8035289.45598714 17388697.2081704 41983217.5992046	971000 52662859.8425693 18621370.160839 37392502.553081 69691817.3332673
972000 14083977.1490535 7993678.36611478 17427140.6232235 40201302.8929941	972000 52388902.9951742 18615949.249877 38010630.497308 69976021.3772225
973000 14235489.1590475 7952993.49079852 17456226.2948293 38526250.2515106	973000 52127087.1282977 18611361.5751608 38654363.6782683 70216144.1620949
974000 14393291.0047325 7913252.37779132 17485916.7911853 36952087.4527426	974000 51877091.5234709 18607605.570482 39325680.1885692 70410868.6300241
975000 14557693.8835257 7874473.71267032 17516221.7979521 35472865.6203732	975000 51638614.244035 18604679.951701 40026807.175336 70559044.7067483
976000 14729031.679912 7836677.39104507 17547151.3255046 34082755.5552689	976000 51411371.1571123 18602583.7156184 40760260.7204078 70659703.5942199
977000 14907663.0118931 7799884.59928393 17578715.7194033 32776114.931094	977000 51195095.0296659 18601316.139095 41528893.4553253 70712070.3881966
978000 15093973.5051553 7764117.90444695 17610925.6713363 31547533.96263	978000 50989534.6929773 18600876.7784163 42328505.1784063 70715574.7431515
979000 15288378.324983 7729401.3542181 17643792.2305559 30391864.4064578	979000 50794454.2704085 18601265.4689023 43146294.7130545 70669859.3416726
980000 15491325.0005666 7695760.58774668 17677326.8158324 29823279.6152473	980000 50609632.4637937 18602482.3247618 43982179.0990696 70574785.9687418
981000 15703296.5817812 7663222.95844019 17711541.2279528 29462991.7411662	981000 50434861.8942424 18604527.7391898 44728313.9287363 70430439.0415821
982000 15924815.1749215 7631817.66990139 17746447.6627902 29119083.2373979	982000 50269948.4935288 18607402.3847096 44953462.1334236 70237126.5014825
983000 16156445.9114633 7601575.92637305 17782058.7249735 29052627.5988885	983000 50114710.9425967 18611107.2137592 45163883.8967466 69995378.0332014
984000 16398801.4129227 7572531.0992496 17818387.4421884 29018380.3226187	984000 49968980.154034 18615643.4595231 45307709.6258141 69820865.6312357
985000 16652546.8256151 7544718.91143908 17855084.5554154 28985806.7115818	985000 49832598.795664 18621012.6370114 45446022.4248691 69936562.1989533
986000 16918405.5119361 7518177.64161679 17891565.5054713 28955015.1759495	986000 49705420.8526685 18627216.5443877 45578663.9639508 70017439.8984267
987000 17197165.5001741 7493027.47428105 17927834.2722058 28926121.7963737	987000 49587311.2259028 18634257.2645472 45705471.6775625 70064789.5292486
988000 17489686.8133935 7470350.87453711 17963904.7614099 28899250.9132521	988000 49478145.3642863 18642137.1669488 45826278.9178046 70080061.1158793
989000 17796909.8203299 7450463.94315296 17999620.5730578 28874535.7849903	989000 49377808.929358 18650858.9097043 45940915.1616652 70064844.9766491
990000 18119864.7784403 7433353.40186476 18033085.0157256 28852119.3237583	990000 49286197.4902772 18660425.441926 46049206.2748475 70020850.94046
991000 18459682.7724146 7419013.94922596 17966497.6739839 28832154.9185216	991000 49203216.2477213 18670840.0063401 46150974.8340856 69949886.0209082
992000 18817608.2920696 7407448.38576462 17619808.2645638 28814807.356629	992000 49128779.7852992 18682106.1421671 46246040.5094166 69853830.8709983
993000 19195013.7435332 7398667.80657596 17290057.03113 28800253.8569985	993000 49062811.8472455 18694227.6882757 46334220.5073427 69734615.3470927
994000 19593370.6633684 7392691.86571441 16976286.094341 29002866.4172917	994000 49005245.1413039 18707208.7866152 46317227.8786738 69711095.8423797
995000 20003653.4552458 7389549.11801494 16684835.0378266 29223586.4635013	995000 48956021.165841 18721053.885932 46201226.2134767 70974710.1414806
996000 20417813.3395909 7389277.44540823 16692744.4457409 29457946.6434673	996000 48915090.0603529 18735767.7457769 46081343.3807292 72262203.0376914
997000 20835247.5776742 7391924.57644674 16701422.1906722 29706714.2339308	997000 48882410.4786496 18751355.4408092 45875922.0401267 73573123.6189136
998000 21255288.6195752 7397548.70968126 16709088.4019392 29970725.3304317	998000 48857949.4841112 18767814.0936847 45443143.3831902 74906747.4539072
999000 21677201.9541155 7406219.2537888 16715748.1416963 30250892.1868472	999000 48841682.4665184 18784933.6268694 45009012.754204 76262046.0362048
1e+06 22100184.4112592 7418017.70003514 16721407.0792623 30548211.5466376	1e+06 48833593.0800662 18802623.05019 44573869.3768892 77637656.2952217
